review_id,official_attraction_id,original_name,original_latitude,original_longitude,official_county,official_district,source_product_url,source_record_locator,source_archive_sha256,source_archive_update_at,source_record_updated_at,meets_strict_conditions,review_decision,import_site_id,direct_support_field,direct_support_summary,exclusion_reason,coordinate_check,reviewed_at,license_attribution_note
"tourism-review-015","Attraction_A15010200H_000076","澎澎灘",23.65904,119.6397,"澎湖縣","白沙鄉","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15010200H_000076]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2023-10-30T15:11:28+08:00","no","excluded","","Description","Description 將浮潛列在多項體驗活動中。","活動列舉不足以直接定義為浮潛地點。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-016","Attraction_A15010200H_000094","鎖港南北石塔",23.5255148407,119.6025425296,"澎湖縣","馬公市","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15010200H_000094]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2023-10-30T15:02:14+08:00","no","excluded","","Description","Description 指向附近另一個水域遊憩區的潛水活動。","附近活動不是石塔景點的潛點身分或座標佐證。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-017","Attraction_A15010200H_000110","北海遊客中心",23.6687924282,119.6035403114,"澎湖縣","白沙鄉","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15010200H_000110]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2023-11-14T11:32:35+08:00","no","excluded","","Description","Description 說明附近島嶼提供浮潛活動。","附近島嶼活動不能證明遊客中心是浮潛地點。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-018","Attraction_A15010200H_000126","月鯉灣遊憩區",23.1969,119.42968,"澎湖縣","七美鄉","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15010200H_000126]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2023-10-30T14:50:36+08:00","no","excluded","","Description","Description 以活動條件描述該處海域可從事浮潛。","未明確提供浮潛地點身分；依本批嚴格門檻不採用活動能力或宣傳語句。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-019","Attraction_A15010200H_000137","將軍澳嶼",23.366623,119.527687,"澎湖縣","望安鄉","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15010200H_000137]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2023-10-30T14:44:47+08:00","no","excluded","","Description","Description 明確提到另一個具名浮潛景點。","被描述的浮潛景點不是本筆名稱，不能用將軍澳嶼代表點位代替。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-020","Attraction_A15010400H_000433","白沙觀光港",22.35312,120.3831,"屏東縣","琉球鄉","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15010400H_000433]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2026-09-18T12:15:05+08:00","no","excluded","","Description","Description 將浮潛活動放在鄰近的另一沙灘。","附近活動不能把港口代表點位變成浮潛地點。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-021","Attraction_A15011000H_000014","白沙灣水域遊憩區",25.28422,121.5179,"新北市","石門區","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15011000H_000014]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2026-09-18T12:00:03+08:00","no","excluded","","Description","Description 將潛水列在多項水上活動中。","一般水域活動清單不足以直接定義為潛水地點。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-022","Attraction_A15011000H_000153","外木山湖海灣",25.17246,121.7089,"基隆市","中山區","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15011000H_000153]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2026-09-18T12:00:03+08:00","no","excluded","","Description","Description 說明附近游泳設施提供浮潛活動。","設施活動描述沒有直接把整筆景點定義為浮潛地點。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-023","Attraction_A15011300H_000055","龍洞灣海洋公園",25.11819,121.9176,"新北市","貢寮區","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15011300H_000055]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2026-09-17T23:10:04+08:00","no","excluded","","Description","Description 將潛水列在園內多項遊憩活動中。","活動列舉不足以直接定義為潛水地點。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
"tourism-review-024","Attraction_A15011300H_010090","豆腐岬遊憩區",24.58512,121.872,"宜蘭縣","蘇澳鎮","https://media.taiwan.net.tw/XMLReleaseAll_public/v2.0/Zh_tw/Attraction-json.zip","AttractionList.json::Attractions[AttractionID=Attraction_A15011300H_010090]","0D9421DF5FD44674F387F117ED7BE7450E91FAE6D1548353913E60285137F404","2026-09-18T14:30:03+08:00","2026-09-17T23:10:04+08:00","no","excluded","","Description","Description 的浮潛文字指向景區內的灣口並列為遊憩活動。","沒有該灣口的獨立官方 ID 與座標；不能用整個遊憩區代表點位代替。","pass_wgs84_decimal_taiwan_extent","2026-09-18","政府資料開放授權條款第1版；本筆未匯入。"
