review_id,source_row_number,original_id,original_name,county,township,raw_position_lat,raw_position_lon,crs_status,raw_description_excerpt,source_locator,keyword_matched,direct_dive_or_snorkel_definition,review_decision,exclusion_reason,reviewed_at
pt-tour-rev-011,5317,Attraction_A15010400H_000432,美人洞,屏東縣,琉球鄉,22.35379,120.3732,confirmed_wgs84,浪漫在海角 相約美人洞!美人洞位於琉球嶼東北角，背山面海，奇石陳列，主要由珊瑚礁岩構成，沿途美景連連，步行其中，渾然天成的礁岩洞穴，讓人為之驚嘆，站在高點眺望大海，聆聽浪濤聲，波光粼粼，會讓您的心情豁然開朗。春夏季節，葉蟬展翅在枝葉間喜悅的...,AttractionList.json[AttractionID=Attraction_A15010400H_000432],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-012,5318,Attraction_A15010400H_000433,白沙觀光港,屏東縣,琉球鄉,22.35312,120.3831,confirmed_wgs84,白沙觀光港為遊客進出之主要港口，緊鄰海岸線優美的中澳沙灘，深具遊憩價值，港區內之遊客服務中心，除了提供交通船的搭乘外，尚有海上環島船以及海底半淺艇，提供給遊客多樣化的環島新選擇。鄰近的中澳沙灘因海流十分穩定，非常適合戲水、弄潮以及浮潛活動，...,AttractionList.json[AttractionID=Attraction_A15010400H_000433],浮潛,False,excluded,harbor_terminal_referencing_neighboring_beach: 實體為客運渡輪港口碼頭，內文浮潛描述係指『鄰近的中澳沙灘』，依航行安全規約與資料契約禁止將碼頭座標轉化為潛點。,2026-09-24T23:55:00+08:00
pt-tour-rev-013,5319,Attraction_A15010400H_000437,大鵬灣國際休閒特區,屏東縣,東港鎮,22.45426,120.4799,confirmed_wgs84,大鵬灣為日據時期軍方水上機場基地，記錄著日軍神風特攻隊之歷史痕跡，在不同時空年代，從鱉興港、南平港、大潭到最終的大鵬灣稱名，皆有著各具特色之別名意義，而自民國93年交通部觀光局大鵬灣國家風景區管理處將大鵬灣委託民間經營開發管理後，負責總體開...,AttractionList.json[AttractionID=Attraction_A15010400H_000437],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-014,5320,Attraction_A15010400H_000438,崎峰濕地,屏東縣,林邊鄉,22.43207,120.4901,confirmed_wgs84,崎峰濕地位於大鵬灣東南方，附近緊鄰崎峰社區，佔地約9.5公頃，公園北側進水口承接林邊大排左炭濕地之出梁水，再匯流排入大鵬灣域。崎峰濕地規劃成生態式滯洪池，並結合人工濕地處理系統，當雨季來臨時可發揮滯洪功能，非雨季時則可以處理崎峰社區排出之家...,AttractionList.json[AttractionID=Attraction_A15010400H_000438],none,False,excluded,wetland_ecological_park: 實體為滯洪濕地或紅樹林生態公園，非水域潛水地點。,2026-09-24T23:55:00+08:00
pt-tour-rev-015,5321,Attraction_A15010400H_000439,東港海鮮街,屏東縣,恆春鎮,22.46488,120.4492,confirmed_wgs84,聽到「東港鎮」，大家第一個聯想到就是最富盛名的「黑鮪魚季」，東港鎮位於高屏溪出口之東南方，隔海與小琉球風景區相望，是恆春半島最熱鬧與忙碌的漁港，現今成為饕客吃海鮮必定造訪的勝地。每天自凌晨三點多起，在漁港附近就會見到漁船卸貨、叫賣與過磅等拍...,AttractionList.json[AttractionID=Attraction_A15010400H_000439],none,False,excluded,harbor_or_port_facility: 實體為漁港、遊艇碼頭或客運港口航道設施，非官方核准休閒潛水點位。,2026-09-24T23:55:00+08:00
pt-tour-rev-016,5322,Attraction_A15010400H_000441,鵬灣跨海大橋,屏東縣,東港鎮,22.4492,120.4548,confirmed_wgs84,大鵬灣國家風景區環灣道路大鵬灣域出海口處（青洲遊憩區旁）景觀橋於100年3月完工啟用通車，為全國首座配合帆船進出而設計的開啟式景觀橋，未來配合BOT遊艇港建設，開放大型帆船進出，發展國際級遊艇及海域遊艇活動，未來將進一步與高雄愛河觀光碼頭形...,AttractionList.json[AttractionID=Attraction_A15010400H_000441],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-017,5323,Attraction_A15010400H_000449,琉球管理站暨遊客中心,屏東縣,琉球鄉,22.35421,120.3811,confirmed_wgs84,琉球管理站暨遊客中心座落於白沙觀光港旁的半山腰上，是一棟三層樓的建物。因坡度的關係，正門入口即是二樓，門廳設有旅遊資訊櫃檯，由專人提供即時旅遊諮詢服務，並配置了動靜態旅遊導覽設施，以及可容納75人的大型簡報（會議）室，提供舉辦大型會議、團客...,AttractionList.json[AttractionID=Attraction_A15010400H_000449],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-018,5324,Attraction_A15010400H_000451,多仔坪潮間帶,屏東縣,琉球鄉,22.34978,120.3653,confirmed_wgs84,小琉球潮間帶是當地相當受歡迎的生態LIVE秀，白天夜晚所演出的節目五花八門，一個月有幾天退潮時間落在晚上，漆黑夜，挨著月光和手電筒餘光，往茫茫大海探險有種說不出的驚險刺激。晚上能見度雖然差了點，不比白天清楚可見，但在半輪明月下拜訪潮間帶，望...,AttractionList.json[AttractionID=Attraction_A15010400H_000451],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-019,5325,Attraction_A15010400H_000457,潟湖,屏東縣,林邊鄉,22.44824,120.4737,confirmed_wgs84,台灣唯一單口囊狀「潟湖」景觀就在大鵬灣，水域約3500公尺，寬約1800公尺，潟湖面積達到532公頃餘，水深約2~6公尺。潟湖地形景觀的形成，是因東港溪和林邊溪自上游夾帶泥沙入海後，經海潮季風的運送作用，在海灣外形成一道細長的沙礫地帶─「砂...,AttractionList.json[AttractionID=Attraction_A15010400H_000457],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-020,5326,Attraction_A15010400H_000461,花瓶岩,屏東縣,琉球鄉,22.35566,120.3808,confirmed_wgs84,大多數人對於小琉球的第一印象，就是位於靈山寺前的花瓶岩，矗立於琉球嶼海岸旁，成為船隻往返明顯地標，因此有「小琉球守護神」的稱號。花瓶岩高約9公尺是因海岸珊瑚礁受地殼隆起作用而抬升，後因長期受海水侵蝕，形成頭大身小奇特的景觀，加上岩石頂端長滿...,AttractionList.json[AttractionID=Attraction_A15010400H_000461],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-021,5327,Attraction_A15010400H_000467,山豬溝,屏東縣,琉球鄉,22.33845,120.3625,confirmed_wgs84,山豬溝名字由來有個傳說，有隻山豬精，趁仙女在海邊沐浴時，竊走仙女的彩衣，藉此脅迫仙女，後來仙女假裝答應，取回衣衫後便揚長而去，山豬精因為被騙，羞憤嚎啕大哭而死去，後來便命名為「山豬溝」。山豬溝沿著珊瑚礁地形開發，開闢有木棧道及步道，沿途設有...,AttractionList.json[AttractionID=Attraction_A15010400H_000467],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-022,5328,Attraction_A15010400H_000469,蛤板灣沙灘,屏東縣,琉球鄉,22.33456,120.3602,confirmed_wgs84,蛤板灣是一處美麗的白沙灘，白色沙灘綿延，弧線優美，滿綴細緻貝殼沙，沿著公路往下望，猶如一片人間淨土，琉球嶼沿海主要是侵蝕性的珊瑚礁沿岸，只有幾個屬於堆積地形沙岸，其中規模最大的就是蛤板灣，潔淨沙灘，碧藍海水，可媲美夏威夷的恐龍灣。不同於白天...,AttractionList.json[AttractionID=Attraction_A15010400H_000469],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-023,5329,Attraction_A15010400H_000471,牡丹水庫,屏東縣,恆春鎮,22.14021,120.7831,confirmed_wgs84,牡丹水庫乃是台灣目前造價最高的水庫，建設的規模宏大，由鵝卵石堆砌而成的牡丹水庫，乃是為了解決屏南地區民眾農業用水及恆春半島觀光事業所建的，於民國84年時完工啟用，其壩長445公尺、壩高145公尺，匯聚四溪上游汝仍溪與牡丹溪流的水流，總蓄水量...,AttractionList.json[AttractionID=Attraction_A15010400H_000471],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-024,5330,Attraction_A15010400H_000475,厚石裙礁,屏東縣,琉球鄉,22.32275,120.3612,confirmed_wgs84,琉球島上嶙峋怪石特多，大部分集中在東南海岸邊的「厚石裙礁」附近，從烏鬼洞順著環島公路前進，映入眼簾的是外貌酷似紅番的巨石，頂端枝葉茂密，遠看整體輪廓像是一顆印地安人的頭，因此稱為「紅番石」。再往下，發揮想像力，會發現有座狀似觀音的岩石，背山...,AttractionList.json[AttractionID=Attraction_A15010400H_000475],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-025,5331,Attraction_A15010400H_000480,東港魚市場,屏東縣,林邊鄉,22.46809,120.4426,confirmed_wgs84,東港是南台灣重要漁港之一，港口是當地漁民活動最頻繁的地點，每天漁船出港時間並不一定，必須看漁船作業狀況，若要觀賞漁船入港，魚貨卸船的盛景，不妨洽詢當地漁民漁船入港時間，一起等候大船入港的興奮心情，當船隻回航後，魚撈現貨卸下後，就在魚市場排列...,AttractionList.json[AttractionID=Attraction_A15010400H_000480],none,False,excluded,harbor_or_port_facility: 實體為漁港、遊艇碼頭或客運港口航道設施，非官方核准休閒潛水點位。,2026-09-24T23:55:00+08:00
pt-tour-rev-026,5332,Attraction_A15010400H_000482,大潭濕地,屏東縣,東港鎮,22.4531,120.4897,confirmed_wgs84,大潭濕地生態公園位於大鵬灣東北方的位置，臨台17號省道，為大潭社區南緣，此區地勢較為低漥，容易淹水，故將此區規劃成生態式滯洪池結合人工濕地的處理系統；當雨季時可發揮滯洪功能，非雨季時則可以處理大潭社區排出之家庭污水、養殖廢水及台17號省道之...,AttractionList.json[AttractionID=Attraction_A15010400H_000482],潛,False,excluded,constructed_wetland_water_treatment_facility: 內文『潛流式過濾池』為人工濕地滯洪池與污水淨化工程設施，非水域遊憩休閒潛水。,2026-09-24T23:55:00+08:00
pt-tour-rev-027,5333,Attraction_A15010400H_000483,鵬村濕地,屏東縣,林邊鄉,22.44957,120.4994,confirmed_wgs84,鵬村濕地面積約10公頃，位於林邊鄉及東港鎮交界處，原為軍事營區使用地，基地旁有大潭里東側無名溝渠（區外污水截流）、南埔埤支線及海豐埤支線等三條明溝經過；此濕地主要將大潭里東側社區、南埔埤支線及海豐埤支線排水先引進鵬村濕地內，利用自然淨化功能...,AttractionList.json[AttractionID=Attraction_A15010400H_000483],潛,False,excluded,constructed_wetland_water_treatment_facility: 內文『潛流式濕地系統』為營區舊址轉型之污水淨化工程系統，非水域遊憩休閒潛水。,2026-09-24T23:55:00+08:00
pt-tour-rev-028,5334,Attraction_A15010400H_000484,白燈塔,屏東縣,琉球鄉,22.32886,120.3665,confirmed_wgs84,白燈塔位於琉球嶼南側，厚石裙礁的西側山頂處，屬於國際性燈塔又有「白燈樓」之稱。興建於西元1929年，基座至塔頂約10公尺，水平面至塔頂有88公尺，裝有日夜自動閃光設備，與墾丁國家公園的鵝鑾鼻燈塔同具漁船航行往返指引之指標。喜歡觀察螢火蟲的愛...,AttractionList.json[AttractionID=Attraction_A15010400H_000484],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-029,5335,Attraction_A15010400H_000485,碧雲寺,屏東縣,琉球鄉,22.33814,120.3699,confirmed_wgs84,小琉球居民的信仰中心!碧雲寺位於琉球嶼的中心，興建於1736年，至今已有200多年的歷史，主奉觀音菩薩，小琉球居民無論婚喪擇日，彌月慶祝，求姻緣，問生病，求漁船滿載而歸等等，舉凡生活中生老病死，喜怒哀樂都與觀音菩薩分不開，小琉球居民大大小小...,AttractionList.json[AttractionID=Attraction_A15010400H_000485],none,False,excluded,religious_temple_facility: 實體為宮廟或宗教信仰文化設施，非水域潛點。,2026-09-24T23:55:00+08:00
pt-tour-rev-030,5336,Attraction_A15010400H_000487,大寮(大福)漁港,屏東縣,琉球鄉,22.33444,120.374,confirmed_wgs84,大寮(大福)漁港位於琉球嶼之大福村東面的海岸，為小琉球第2漁港。其建港目的係為其他港口的輔助港，昔日漁港內停泊漁筏常發生被漁船擠撞的糾紛，故開闢此港口降低漁民的損害，另一方面為抒解白沙港的船運吞吐量，並提供一處最佳用地給漁船休息避風，目前亦...,AttractionList.json[AttractionID=Attraction_A15010400H_000487],none,False,excluded,harbor_or_port_facility: 實體為漁港、遊艇碼頭或客運港口航道設施，非官方核准休閒潛水點位。,2026-09-24T23:55:00+08:00
pt-tour-rev-031,5337,Attraction_A15010400H_000488,右岸濕地,屏東縣,林邊鄉,22.44378,120.491,confirmed_wgs84,右岸濕地位於大鵬灣南端，林邊大排的東側，面積約為8公頃，規劃成兩個區域的人工濕地系統，處理大潭新支線、大潭新高地及南埔埤大潭新分線等排水溝之污排水，晴天時進行水質淨化，暴雨時則有截流滯洪的功能，並復育濕地生態，以恢復生物多樣性及自然景觀，增...,AttractionList.json[AttractionID=Attraction_A15010400H_000488],none,False,excluded,wetland_ecological_park: 實體為滯洪濕地或紅樹林生態公園，非水域潛水地點。,2026-09-24T23:55:00+08:00
pt-tour-rev-032,5338,Attraction_A15010400H_000489,三隆宮,屏東縣,琉球鄉,22.34675,120.3767,confirmed_wgs84,三隆宮俗稱王爺廟，供奉池府三姓王爺，俗稱三府千歲，攜帶其所供奉三千歲王爺，乘一小船抵達小琉球並搭建草廟一間，是位三隆宮之始。三隆宮三府千歲三年一科平安祭典，在琉球鄉是非常重要的祭典，每回祭典遷居各地的遊子扶老攜幼而回，琉球籍漁船暫停作業返回...,AttractionList.json[AttractionID=Attraction_A15010400H_000489],none,False,excluded,religious_temple_facility: 實體為宮廟或宗教信仰文化設施，非水域潛點。,2026-09-24T23:55:00+08:00
pt-tour-rev-033,5339,Attraction_A15010400H_000490,中澳沙灘,屏東縣,琉球鄉,22.35093,120.3876,confirmed_wgs84,位於琉球嶼東北側，是一處最適合海泳、戲水、海釣以及其他的海濱遊憩活動，為琉球嶼主要天然沙灘之一。本區潮間帶及亞潮帶係由珊瑚礁及貝殼碎屑所形成的海積地，為一帶狀的貝殼砂沙灘，左側有著迎風望海的寬敞的涼亭，右側凸出的海岸地長堤為釣客海釣的區域，...,AttractionList.json[AttractionID=Attraction_A15010400H_000490],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-034,5340,Attraction_A15010400H_000491,左岸溼地,屏東縣,林邊鄉,22.43821,120.4916,confirmed_wgs84,左岸濕地，位於大鵬灣南端，林邊大排西側，面積約8公頃。本區人工濕地系統主要處理林邊大排內廢污水。污水以自然重力流方式進入濕地，以同樣方式流出，並排入崎峰濕地內，左岸濕地處理單元簡易流程如圖 。濕地出現鳥種鳳頭燕鷗、豆雁、黑面琵鷺、大葦鶯、野...,AttractionList.json[AttractionID=Attraction_A15010400H_000491],none,False,excluded,wetland_ecological_park: 實體為滯洪濕地或紅樹林生態公園，非水域潛水地點。,2026-09-24T23:55:00+08:00
pt-tour-rev-035,5341,Attraction_A15010400H_000492,東港漁港漁產品直銷中心(原華僑市場),屏東縣,東港鎮,22.46792,120.4426,confirmed_wgs84,舊華僑市場因老舊而原址重建，於2012年5月全新完工啟用，改名為「東港漁港漁產品直銷中心」，呈現更新穎、更具地方特色的觀光休閒魚市，希望能促進當地漁產業升級和帶動地方觀光資源。新的直銷中心佔地廣闊近1500坪，攤位規劃多達400多個，琳瑯滿...,AttractionList.json[AttractionID=Attraction_A15010400H_000492],none,False,excluded,harbor_or_port_facility: 實體為漁港、遊艇碼頭或客運港口航道設施，非官方核准休閒潛水點位。,2026-09-24T23:55:00+08:00
pt-tour-rev-036,5342,Attraction_A15010400H_000496,青洲灣,屏東縣,琉球鄉,22.44716,120.4557,confirmed_wgs84,擁有蔚藍海洋與陽光沙灘的青洲濱海遊憩區，佔地約五公頃，位於大鵬灣國家風區出海口交界，背倚大鵬灣、面向台灣海峽及小琉球，區位與交通條件相當良好，常年氣候溫和，青洲擁有廣闊綿延沙域、觀海視野極佳的海景棧道、花海綠叢視野極佳，可遠眺小琉球與點點船...,AttractionList.json[AttractionID=Attraction_A15010400H_000496],none,False,excluded,coastal_natural_site_lacks_direct_dive_definition: 雖位處沿海或具備珊瑚礁地質景觀，但官方開放資料之景點描述僅記錄奇岩地質、神話傳說、海陸步道、潮間帶導覽或海釣戲水，無直接潛水或浮潛活動定義，不符潛點候選契約。,2026-09-24T23:55:00+08:00
pt-tour-rev-037,5343,Attraction_A15010400H_000498,琉行之道,屏東縣,琉球鄉,22.34417,120.3622,confirmed_wgs84,以漫遊步道連接砲陣地至太子爺廟，打造約1440M步程，串聯周邊樹林海景，並結合藝術家作品及打造休憩平台區域。於砲陣地至衫福漁港(L=266M)，途中可見藝術作品「看海不是海」供造訪者休憩觀海之藝術作品。由山豬溝至蛤板灣(L=644M)，此步...,AttractionList.json[AttractionID=Attraction_A15010400H_000498],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-038,5344,Attraction_A15010400H_000500,濱灣碼頭,屏東縣,東港鎮,22.43793,120.4744,confirmed_wgs84,南風徐徐，陽光暖暖，來到大鵬灣國家風景區─濱灣公園(帆船基地)，將會發現這裡有難得一見的帆船、獨木舟、快艇等一應俱全；為了讓遊客更親近大鵬灣域，大鵬灣管理處善用大鵬灣潟湖條件，在帆船基地打造二百公尺人工沙灘，綿密的細沙來自灣域出海口，搭配大...,AttractionList.json[AttractionID=Attraction_A15010400H_000500],none,False,excluded,harbor_or_port_facility: 實體為漁港、遊艇碼頭或客運港口航道設施，非官方核准休閒潛水點位。,2026-09-24T23:55:00+08:00
pt-tour-rev-039,5345,Attraction_A15010400H_000501,落日灣,屏東縣,東港鎮,22.44443,120.4855,confirmed_wgs84,早期大鵬灣周邊居民多以漁塭養殖為業，家家戶戶的取水管在地面上穿行蔓延，造成視覺景觀的紊亂與管理上的困擾。經過多方協調規劃後，重新整合排序養殖戶的管線，匯集於「共用取水池」共同取水，不僅解決了景點與管理問題，也多了一處遊憩與教育場所。沿著潟湖...,AttractionList.json[AttractionID=Attraction_A15010400H_000501],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
pt-tour-rev-040,5346,Attraction_A15010400H_000502,映霞橋亭,屏東縣,林邊鄉,22.44131,120.4918,confirmed_wgs84,大鵬灣自行車主路線系統在2k+500處轉入左岸濕地公園，因須穿越林邊大排，故興建一座專屬自行車及行人通行的橋樑。考量南台灣炙熱氣候因素，在橋上設計涼亭式雙斜具透光的屋頂、廊道Ｖ字型的木百葉，不僅降低對周邊動物的干擾，也提供遮陽避雨、賞鳥場所...,AttractionList.json[AttractionID=Attraction_A15010400H_000502],none,False,excluded,terrestrial_or_cultural_facility: 實體為遊客中心、海鮮街、紀念碑、展館或陸域觀光設施，無潛水活動定義。,2026-09-24T23:55:00+08:00
