candidate_id,candidate_name,latitude,longitude,raw_data_type,source_name,source_manifest_id,source_manifest_path,raw_record_locator,source_lookup_json,observed_date_start,observed_date_end,direct_site_evidence,recommended_data_quality,review_reason,review_questions,public_presentation_restrictions
edna-da401a6571d6858e,TRM18,24.6003,121.9014,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM18; latitude=24.6003; longitude=121.9014; source_rows=1203-1238; records=36,"{""latitude"": 24.6003, ""longitude"": 121.9014, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM18""}",2023-05-25,2023-05-25,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-2c8018442ced7a49,TRM19,24.597983,121.897217,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM19; latitude=24.597983; longitude=121.897217; source_rows=1239-1290; records=52,"{""latitude"": 24.597983, ""longitude"": 121.897217, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM19""}",2023-05-25,2023-05-25,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-7643e15cb697152a,TRM2,25.48455,122.10243,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM2; latitude=25.48455; longitude=122.10243; source_rows=1291-1369; records=79,"{""latitude"": 25.48455, ""longitude"": 122.10243, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM2""}",2021-08-16,2021-08-16,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-0f80fa5c418e2a1b,TRM20,24.497436,121.844591,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM20; latitude=24.497436; longitude=121.844591; source_rows=1370-1402; records=33,"{""latitude"": 24.497436, ""longitude"": 121.844591, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM20""}",2021-08-24,2021-08-24,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-05aacec40383a54c,TRM21,24.484094,121.857612,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM21; latitude=24.484094; longitude=121.857612; source_rows=1403-1448; records=46,"{""latitude"": 24.484094, ""longitude"": 121.857612, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM21""}",2021-08-24,2021-08-24,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-7fd523434311932d,TRM22,24.4568,121.822333,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM22; latitude=24.4568; longitude=121.822333; source_rows=1449-1494; records=46,"{""latitude"": 24.4568, ""longitude"": 121.822333, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM22""}",2023-05-25,2023-05-25,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-c3052d738646041a,TRM23,23.694468,121.552734,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM23; latitude=23.694468; longitude=121.552734; source_rows=1495-1510; records=16,"{""latitude"": 23.694468, ""longitude"": 121.552734, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM23""}",2021-08-25,2021-08-25,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-b3a76c59892f5d58,TRM24,23.661074,121.54297,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM24; latitude=23.661074; longitude=121.54297; source_rows=1511-1531; records=21,"{""latitude"": 23.661074, ""longitude"": 121.54297, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM24""}",2021-08-25,2021-08-25,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-8e4f87a53390e9fe,TRM25,23.483845,121.513791,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM25; latitude=23.483845; longitude=121.513791; source_rows=1532-1577; records=46,"{""latitude"": 23.483845, ""longitude"": 121.513791, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM25""}",2021-08-26,2021-08-26,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-d2864fddedf624ec,TRM26,23.176842,121.403485,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM26; latitude=23.176842; longitude=121.403485; source_rows=1578-1607; records=30,"{""latitude"": 23.176842, ""longitude"": 121.403485, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM26""}",2021-08-27,2021-08-27,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-364140e517afcbea,TRM28,23.116577,121.397263,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM28; latitude=23.116577; longitude=121.397263; source_rows=1608-1645; records=38,"{""latitude"": 23.116577, ""longitude"": 121.397263, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM28""}",2021-08-27,2021-08-27,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-1ea1eadfadbad8ca,TRM3,25.42456,121.94495,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM3; latitude=25.42456; longitude=121.94495; source_rows=1646-1702; records=57,"{""latitude"": 25.42456, ""longitude"": 121.94495, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM3""}",2021-08-16,2021-08-16,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-2e87f04df9ec2ad0,TRM30,22.801371,121.200036,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM30; latitude=22.801371; longitude=121.200036; source_rows=1703-1761; records=59,"{""latitude"": 22.801371, ""longitude"": 121.200036, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM30""}",2021-08-28,2021-08-28,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-807cc021e8ef525a,TRM31,23.78733,119.60176,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM31; latitude=23.78733; longitude=119.60176; source_rows=1762-1836; records=75,"{""latitude"": 23.78733, ""longitude"": 119.60176, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM31""}",2021-05-11,2023-05-17,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-935acd5b34f08229,TRM32,23.71495,119.55799,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM32; latitude=23.71495; longitude=119.55799; source_rows=1837-1886; records=50,"{""latitude"": 23.71495, ""longitude"": 119.55799, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM32""}",2021-05-10,2021-05-10,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-fe464c8fad2c85fa,TRM33,23.71258,119.56742,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM33; latitude=23.71258; longitude=119.56742; source_rows=1887-1940; records=54,"{""latitude"": 23.71258, ""longitude"": 119.56742, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM33""}",2021-05-10,2021-05-10,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-57ccab4df4e68211,TRM33bis,23.27507,119.50363,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM33bis; latitude=23.27507; longitude=119.50363; source_rows=1941-2042; records=102,"{""latitude"": 23.27507, ""longitude"": 119.50363, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM33bis""}",2021-05-09,2021-05-09,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-2930f339bc138a5b,TRM34,23.67268,119.6388,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM34; latitude=23.67268; longitude=119.6388; source_rows=2043-2079; records=37,"{""latitude"": 23.67268, ""longitude"": 119.6388, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM34""}",2021-05-11,2021-05-11,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-e1105c3dca5a4987,TRM35,23.65721,119.5224,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM35; latitude=23.65721; longitude=119.5224; source_rows=2080-2119; records=40,"{""latitude"": 23.65721, ""longitude"": 119.5224, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM35""}",2021-05-10,2021-05-10,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
edna-5a0e3470286d9b19,TRM36,23.65166,119.52856,eDNA sampled-station group,臺灣周邊海域環境 DNA 採樣調查資料,oca_edna,data/raw/external/edna/edna_diving_110_113.csv,edna_occurrence; source_file=edna_diving_110_113.csv; station=TRM36; latitude=23.65166; longitude=119.52856; source_rows=2120-2207; records=88,"{""latitude"": 23.65166, ""longitude"": 119.52856, ""source_file"": ""edna_diving_110_113.csv"", ""station"": ""TRM36""}",2021-05-10,2021-05-10,no,needs_review,來源定義的是 eDNA 採樣站與歷史檢出資料，沒有將該站名稱或座標定義為潛點。,另找可公開查核且明確將同一名稱與座標定義為潛點的來源；核對名稱、位置與再利用條件。,OGL 1.0：保留來源標示；僅可表述為歷史 eDNA 採樣證據，非潛點或當日物種存在。
